--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
209|Snubbull  |NORMAL           |  60|  80|  50|  30|  40|  40|Water Veil  |--          |Solid Rock  |Shell Bell (common)
210|Granbull  |NORMAL           |  90| 120|  75|  45|  60|  60|No Guard    |Honey Gather|Quick Feet  |
211|Qwilfish  |WATER/POISON     |  65|  95|  75|  85|  55|  55|Technician  |--          |Truant      |Magnet (rare)
212|Scizor    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|Early Bird  |Soundproof  |Magic Guard |Flame Plate (common), Sky Plate (rare)
213|Shuckle   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|No Guard    |Drought     |Tangled Feet|White Flute (100%)
214|Heracross |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|Shield Dust |Keen Eye    |Truant      |Leaf Stone (dark grass only)
215|Sneasel   |DARK/ICE         |  55|  95|  55| 115|  35|  75|Early Bird  |Poison Heal |Download    |
216|Teddiursa |NORMAL           |  60|  80|  50|  40|  50|  50|Inner Focus |--          |Natural Cure|Power Lens (common), Magmarizer (rare)
217|Ursaring  |NORMAL           |  90| 130|  75|  55|  75|  75|Overgrow    |--          |Vital Spirit|
218|Slugma    |FIRE             |  40|  40|  40|  20|  70|  40|Thick Fat   |--          |Anger Point |Repeat Ball (common), Moon Stone (rare)
219|Magcargo  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|Blaze       |--          |Technician  |
220|Swinub    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|Klutz       |Arena Trap  |Sand Veil   |Nugget (common)
221|Piloswine |ICE/GROUND       | 100| 100|  80|  50|  60|  60|Synchronize |Soundproof  |Rock Head   |Douse Drive (dark grass only)
222|Corsola   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|Synchronize |Huge Power  |Natural Cure|
223|Remoraid  |WATER            |  35|  65|  35|  65|  65|  35|Snow Warning|--          |No Guard    |Root Fossil (common)
224|Octillery |WATER            |  75| 105|  75|  45| 105|  75|Dry Skin    |--          |Filter      |Cover Fossil (dark grass only)
225|Delibird  |ICE/FLYING       |  45|  55|  45|  75|  65|  45|Immunity    |Keen Eye    |Swarm       |Cleanse Tag (dark grass only)
226|Mantine   |WATER/FLYING     |  65|  40|  70|  70|  80| 140|Rock Head   |Quick Feet  |Skill Link  |
227|Skarmory  |STEEL/FLYING     |  65|  80| 140|  70|  40|  70|Reckless    |Skill Link  |Unburden    |Power Weight (rare)
228|Houndour  |DARK/FIRE        |  45|  60|  30|  65|  80|  50|Overgrow    |--          |Filter      |Normal Gem (common), Health Wing (rare), Water Gem (dark grass only)
229|Houndoom  |DARK/FIRE        |  75|  90|  50|  95| 110|  80|Quick Feet  |--          |Inner Focus |Power Band (common), Dragon Scale (dark grass only)
230|Kingdra   |WATER/DRAGON     |  75|  95|  95|  85|  95|  95|Super Luck  |--          |Multitype   |Black Belt (common)
231|Phanpy    |GROUND           |  90|  60|  60|  40|  40|  40|Tinted Lens |Immunity    |Sniper      |Dive Ball (dark grass only)
232|Donphan   |GROUND           |  90| 120| 120|  50|  60|  60|Solid Rock  |Serene Grace|Speed Boost |Heal Powder (common)
233|Porygon2  |NORMAL           |  85|  80|  90|  60| 105|  95|Forewarn    |--          |Magnet Pull |
234|Stantler  |NORMAL           |  73|  95|  62|  85|  85|  65|Air Lock    |Hyper Cutter|Flame Body  |
235|Smeargle  |NORMAL           |  55|  20|  35|  75|  20|  45|Arena Trap  |Gluttony    |Poison Point|White Herb (common), Electric Gem (rare), Zoom Lens (dark grass only)
236|Tyrogue   |FIGHTING         |  35|  35|  35|  35|  35|  35|Arena Trap  |--          |Drizzle     |
237|Hitmontop |FIGHTING         |  50|  95|  95|  70|  35| 110|Oblivious   |--          |Snow Warning|Soft Sand (common), Hard Stone (rare)
238|Smoochum  |ICE/PSYCHIC      |  45|  30|  15|  65|  85|  65|Keen Eye    |--          |Clear Body  |Binding Band (common), Stone Plate (rare), Root Fossil (dark grass only)
239|Elekid    |ELECTRIC         |  45|  63|  37|  95|  65|  55|Magma Armor |--          |Aftermath   |Relic Vase (rare), Relic Gold (dark grass only)
240|Magby     |FIRE             |  45|  75|  37|  83|  70|  55|Hyper Cutter|--          |Shed Skin   |Red Flute (rare), Choice Band (dark grass only)
241|Miltank   |NORMAL           |  95|  80| 105| 100|  40|  70|Guts        |--          |Plus        |Dusk Stone (100%)
242|Blissey   |NORMAL           | 255|  10|  10|  55|  75| 135|Insomnia    |Intimidate  |Marvel Scale|Relic Gold (100%)
243|Raikou    |ELECTRIC         |  90|  85|  75| 115| 115| 100|Rock Head   |Normalize   |Inner Focus |Water Gem (dark grass only)
244|Entei     |FIRE             | 115| 115|  85| 100|  90|  75|Download    |Rain Dish   |Swarm       |Fist Plate (dark grass only)
245|Suicune   |WATER            | 100|  75| 115|  85|  90| 115|Swarm       |--          |Adaptability|Lum Berry (common), Silk Scarf (dark grass only)
246|Larvitar  |ROCK/GROUND      |  50|  64|  50|  41|  45|  50|Plus        |Sand Veil   |Dry Skin    |
247|Pupitar   |ROCK/GROUND      |  70|  84|  70|  51|  65|  70|Serene Grace|Storm Drain |Iron Fist   |Cherish Ball (rare)
248|Tyranitar |ROCK/DARK        | 100| 134| 110|  61|  95| 100|Pressure    |--          |Rock Head   |Poison Barb (dark grass only)
249|Lugia     |PSYCHIC/FLYING   | 106|  90| 130| 110|  90| 154|Serene Grace|--          |Scrappy     |Plume Fossil (dark grass only)
250|Ho-Oh     |FIRE/FLYING      | 106| 130|  90|  90| 110| 154|Color Change|Sand Stream |Magnet Pull |Fluffy Tail (100%)
251|Celebi    |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Solar Power |--          |Rough Skin  |Magmarizer (100%)
252|Treecko   |GRASS            |  40|  45|  35|  70|  65|  55|Swift Swim  |Cloud Nine  |Skill Link  |
253|Grovyle   |GRASS            |  50|  65|  45|  95|  85|  65|Pure Power  |Dry Skin    |Wonder Guard|Moon Stone (100%)
254|Sceptile  |GRASS            |  70|  85|  65| 120| 105|  85|Keen Eye    |Vital Spirit|Pressure    |Parlyz Heal (dark grass only)
255|Torchic   |FIRE             |  45|  60|  40|  45|  70|  50|Hustle      |Plus        |Solar Power |Thunderstone (100%)
256|Combusken |FIRE/FIGHTING    |  60|  85|  60|  55|  85|  60|Hydration   |--          |Aftermath   |SilverPowder (common), Protector (rare), Protector (dark grass only)
257|Blaziken  |FIRE/FIGHTING    |  80| 120|  70|  80| 110|  70|Immunity    |Suction Cups|Tangled Feet|
258|Mudkip    |WATER            |  50|  70|  50|  40|  50|  50|Marvel Scale|Forecast    |Flower Gift |Macho Brace (common), Rock Gem (dark grass only)
259|Marshtomp |WATER/GROUND     |  70|  85|  70|  50|  60|  70|Download    |--          |Clear Body  |Bug Gem (dark grass only)
260|Swampert  |WATER/GROUND     | 100| 110|  90|  60|  85|  90|Forecast    |--          |Storm Drain |
261|Poochyena |DARK             |  35|  55|  35|  35|  30|  30|Lightningrod|Sand Stream |Sticky Hold |Iron Plate (common)
262|Mightyena |DARK             |  70|  90|  70|  70|  60|  60|Swift Swim  |Arena Trap  |Sturdy      |Dread Plate (common), Luxury Ball (rare)
263|Zigzagoon |NORMAL           |  38|  30|  41|  60|  30|  41|Cloud Nine  |Blaze       |Truant      |Ground Gem (common), Power Lens (rare)
264|Linoone   |NORMAL           |  78|  70|  61| 100|  50|  61|Sticky Hold |--          |No Guard    |Pecha Berry (rare)
265|Wurmple   |BUG              |  45|  45|  35|  20|  20|  30|Snow Cloak  |Steadfast   |Iron Fist   |Toxic Plate (common), Skull Fossil (rare), X Sp. Def (dark grass only)
266|Silcoon   |BUG              |  50|  35|  55|  15|  25|  25|Normalize   |--          |Poison Point|Metronome (rare), Ice Gem (dark grass only)
267|Beautifly |BUG/FLYING       |  60|  70|  50|  65|  90|  50|Iron Fist   |--          |Honey Gather|
268|Cascoon   |BUG              |  50|  35|  55|  15|  25|  25|Run Away    |Aftermath   |Poison Heal |
269|Dustox    |BUG/POISON       |  60|  50|  70|  65|  50|  90|Unaware     |Normalize   |Steadfast   |
270|Lotad     |WATER/GRASS      |  40|  30|  30|  30|  40|  50|Oblivious   |--          |Guts        |Max Ether (dark grass only)
271|Lombre    |WATER/GRASS      |  60|  50|  50|  50|  60|  70|Guts        |--          |Simple      |Shock Drive (common), Relic Band (rare)
272|Ludicolo  |WATER/GRASS      |  80|  70|  70|  70|  90| 100|Arena Trap  |Multitype   |Clear Body  |Lava Cookie (dark grass only)
273|Seedot    |GRASS            |  40|  40|  50|  30|  30|  30|Rock Head   |--          |Clear Body  |Dawn Stone (dark grass only)
274|Nuzleaf   |GRASS/DARK       |  70|  70|  40|  60|  60|  40|Rough Skin  |--          |Sticky Hold |Hard Stone (dark grass only)
275|Shiftry   |GRASS/DARK       |  90| 100|  60|  80|  90|  60|Heatproof   |--          |Water Absorb|
276|Taillow   |NORMAL/FLYING    |  40|  55|  30|  85|  30|  30|Pure Power  |--          |Hustle      |Revive (dark grass only)
277|Swellow   |NORMAL/FLYING    |  60|  85|  60| 125|  50|  50|Poison Point|Intimidate  |Volt Absorb |Pass Orb (dark grass only)
278|Wingull   |WATER/FLYING     |  40|  30|  30|  85|  55|  30|Sand Stream |--          |Overgrow    |Old Gateau (common)
279|Pelipper  |WATER/FLYING     |  60|  50| 100|  65|  85|  70|Poison Heal |--          |Tinted Lens |White Flute (common), Protein (dark grass only)
280|Ralts     |PSYCHIC          |  28|  25|  25|  40|  45|  35|Steadfast   |--          |Storm Drain |
281|Kirlia    |PSYCHIC          |  38|  35|  35|  50|  65|  55|Sticky Hold |--          |Plus        |
282|Gardevoir |PSYCHIC          |  68|  65|  65|  80| 125| 115|Plus        |Effect Spore|Technician  |Cherish Ball (rare)
283|Surskit   |BUG/WATER        |  40|  30|  32|  65|  50|  52|Anger Point |Truant      |Sturdy      |Parlyz Heal (dark grass only)
284|Masquerain|BUG/FLYING       |  70|  60|  62|  60|  80|  82|Sand Veil   |Drought     |Tinted Lens |Burn Drive (rare), Miracle Seed (dark grass only)
285|Shroomish |GRASS            |  60|  40|  60|  35|  40|  60|Iron Fist   |--          |Rock Head   |Hyper Potion (dark grass only)
286|Breloom   |GRASS/FIGHTING   |  60| 130|  80|  70|  60|  60|Cute Charm  |Cloud Nine  |Torrent     |
287|Slakoth   |NORMAL           |  60|  60|  60|  30|  35|  35|Clear Body  |--          |Effect Spore|
288|Vigoroth  |NORMAL           |  80|  80|  80|  90|  55|  55|Download    |--          |Plus        |Poké Toy (common), Yellow Flute (dark grass only)
289|Slaking   |NORMAL           | 150| 160| 100| 100|  95|  65|Lightningrod|Frisk       |Insomnia    |Sky Plate (dark grass only)
290|Nincada   |BUG/GROUND       |  31|  45|  90|  40|  30|  30|Water Absorb|--          |Rivalry     |
291|Ninjask   |BUG/FLYING       |  61|  90|  45| 160|  50|  50|Minus       |Storm Drain |Effect Spore|Dusk Stone (dark grass only)
292|Shedinja  |BUG/GHOST        |   1|  90|  45|  40|  30|  30|Wonder Guard|--          |Wonder Guard|Luck Incense (common), Resist Wing (rare), Root Fossil (dark grass only)
293|Whismur   |NORMAL           |  64|  51|  23|  28|  51|  23|Insomnia    |Water Absorb|Liquid Ooze |Fresh Water (rare), Mental Herb (dark grass only)
294|Loudred   |NORMAL           |  84|  71|  43|  48|  71|  43|Aftermath   |--          |Color Change|Full Restore (common), Ultra Ball (dark grass only)
295|Exploud   |NORMAL           | 104|  91|  63|  68|  91|  63|Own Tempo   |Damp        |Clear Body  |Rock Gem (dark grass only)
296|Makuhita  |FIGHTING         |  72|  60|  30|  25|  20|  30|Motor Drive |Chlorophyll |Sticky Hold |Shed Shell (rare), Miracle Seed (dark grass only)
297|Hariyama  |FIGHTING         | 144| 120|  60|  50|  40|  60|Rock Head   |Adaptability|Drizzle     |Great Ball (rare)
298|Azurill   |NORMAL           |  50|  20|  40|  20|  20|  40|Huge Power  |Rain Dish   |Pure Power  |Power Bracer (dark grass only)
299|Nosepass  |ROCK             |  30|  45| 135|  30|  45|  90|Tangled Feet|Sturdy      |Pure Power  |Up-Grade (100%)
300|Skitty    |NORMAL           |  50|  45|  45|  50|  35|  35|Magic Guard |Storm Drain |Normalize   |BlackGlasses (common), TwistedSpoon (rare), Relic Gold (dark grass only)
301|Delcatty  |NORMAL           |  70|  65|  65|  70|  55|  55|Hyper Cutter|--          |Sticky Hold |Water Stone (dark grass only)
302|Sableye   |DARK/GHOST       |  50|  75|  75|  50|  65|  65|Poison Heal |--          |Hyper Cutter|Hard Stone (common)
303|Mawile    |STEEL            |  50|  85|  85|  50|  55|  55|Ice Body    |--          |Shell Armor |Dusk Ball (common), X Speed (rare)
304|Aron      |STEEL/ROCK       |  50|  70| 100|  30|  40|  40|Flame Body  |Vital Spirit|Motor Drive |Master Ball (common)
305|Lairon    |STEEL/ROCK       |  60|  90| 140|  40|  50|  50|Iron Fist   |--          |Compoundeyes|Blue Shard (dark grass only)
306|Aggron    |STEEL/ROCK       |  70| 110| 180|  50|  60|  60|Illuminate  |Truant      |Stench      |Root Fossil (common), EnergyPowder (rare), PP Up (dark grass only)
307|Meditite  |FIGHTING/PSYCHIC |  30|  40|  55|  60|  40|  55|Quick Feet  |Super Luck  |Volt Absorb |Shock Drive (common), Rock Incense (rare)
308|Medicham  |FIGHTING/PSYCHIC |  60|  60|  75|  80|  60|  75|Blaze       |Cute Charm  |Unburden    |
309|Electrike |ELECTRIC         |  40|  45|  40|  65|  65|  40|Soundproof  |--          |Suction Cups|
310|Manectric |ELECTRIC         |  70|  75|  60| 105| 105|  60|White Smoke |Scrappy     |Static      |
311|Plusle    |ELECTRIC         |  60|  50|  40|  95|  85|  75|Rain Dish   |Drought     |Lightningrod|Cherish Ball (dark grass only)
312|Minun     |ELECTRIC         |  60|  40|  50|  95|  75|  85|Pure Power  |Drizzle     |Shield Dust |Red Flute (common), Revive (dark grass only)
313|Volbeat   |BUG              |  65|  73|  55|  85|  47|  75|Hyper Cutter|--          |Skill Link  |
314|Illumise  |BUG              |  65|  47|  55|  85|  73|  75|Flame Body  |Sticky Hold |Arena Trap  |Lemonade (dark grass only)
315|Roselia   |GRASS/POISON     |  50|  60|  45|  65| 100|  80|Iron Fist   |Leaf Guard  |Frisk       |Skull Fossil (dark grass only)
316|Gulpin    |POISON           |  70|  43|  53|  40|  43|  53|Color Change|--          |Compoundeyes|
317|Swalot    |POISON           | 100|  73|  83|  55|  73|  83|Early Bird  |Heatproof   |Anticipation|
318|Carvanha  |WATER/DARK       |  45|  90|  20|  65|  65|  20|White Smoke |--          |Pickup      |Dawn Stone (common)
319|Sharpedo  |WATER/DARK       |  70| 120|  40|  95|  95|  40|Aftermath   |Huge Power  |Limber      |Silk Scarf (common), Wide Lens (dark grass only)
320|Wailmer   |WATER            | 130|  70|  35|  60|  70|  35|Overgrow    |Anger Point |Minus       |
321|Wailord   |WATER            | 170|  90|  45|  60|  90|  45|Inner Focus |--          |Flash Fire  |Old Amber (rare)
322|Numel     |FIRE/GROUND      |  60|  60|  40|  35|  65|  45|Hyper Cutter|Synchronize |Multitype   |BalmMushroom (100%)
323|Camerupt  |FIRE/GROUND      |  70| 100|  70|  40| 105|  75|Hydration   |Arena Trap  |Trace       |Repeat Ball (100%)
324|Torkoal   |FIRE             |  70|  85| 140|  20|  85|  70|Battle Armor|Stall       |Multitype   |PP Max (common), Rose Incense (rare), Cover Fossil (dark grass only)
325|Spoink    |PSYCHIC          |  60|  25|  35|  60|  70|  80|No Guard    |Frisk       |Rain Dish   |Rock Incense (dark grass only)
326|Grumpig   |PSYCHIC          |  80|  45|  65|  80|  90| 110|Hyper Cutter|Filter      |Bad Dreams  |Potion (common), Revive (rare)
327|Spinda    |NORMAL           |  60|  60|  60|  60|  60|  60|Synchronize |--          |Water Absorb|Max Repel (dark grass only)
328|Trapinch  |GROUND           |  45| 100|  45|  10|  45|  45|Simple      |--          |Thick Fat   |Super Potion (rare)
329|Vibrava   |GROUND/DRAGON    |  50|  70|  50|  70|  50|  50|Filter      |--          |Water Absorb|Great Ball (dark grass only)
330|Flygon    |GROUND/DRAGON    |  80| 100|  80| 100|  80|  80|Download    |--          |Dry Skin    |Red Shard (rare), Dire Hit (dark grass only)
331|Cacnea    |GRASS            |  50|  85|  40|  35|  85|  40|Simple      |--          |Overgrow    |
332|Cacturne  |GRASS/DARK       |  70| 115|  60|  55| 115|  60|Technician  |Static      |Mold Breaker|
333|Swablu    |NORMAL/FLYING    |  45|  40|  60|  50|  40|  75|Storm Drain |Rock Head   |Own Tempo   |Dive Ball (common), Dream Ball (dark grass only)
334|Altaria   |DRAGON/FLYING    |  75|  70|  90|  80|  70| 105|Air Lock    |--          |Unburden    |Silk Scarf (dark grass only)
335|Zangoose  |NORMAL           |  73| 115|  60|  90|  60|  60|Magnet Pull |Swarm       |Guts        |Everstone (common)
336|Seviper   |POISON           |  73| 100|  60|  65| 100|  60|Rain Dish   |Battle Armor|Rivalry     |
337|Lunatone  |ROCK/PSYCHIC     |  70|  55|  65|  70|  95|  85|Filter      |--          |Anticipation|
338|Solrock   |ROCK/PSYCHIC     |  70|  95|  85|  70|  55|  65|Simple      |--          |Natural Cure|Toxic Orb (dark grass only)
339|Barboach  |WATER/GROUND     |  50|  48|  43|  60|  46|  41|Limber      |--          |Chlorophyll |BlackGlasses (common), Helix Fossil (dark grass only)
340|Whiscash  |WATER/GROUND     | 110|  78|  73|  60|  76|  71|Battle Armor|Vital Spirit|Compoundeyes|Full Heal (dark grass only)
341|Corphish  |WATER            |  43|  80|  65|  35|  50|  35|Air Lock    |--          |Suction Cups|Full Incense (dark grass only)
342|Crawdaunt |WATER/DARK       |  63| 120|  85|  55|  90|  55|Tangled Feet|--          |Minus       |Clever Wing (100%)
343|Baltoy    |GROUND/PSYCHIC   |  40|  40|  55|  55|  40|  70|Flame Body  |--          |Swarm       |Black Belt (rare), Elixir (dark grass only)
344|Claydol   |GROUND/PSYCHIC   |  60|  70| 105|  75|  70| 120|Illuminate  |Own Tempo   |Sniper      |Rock Incense (dark grass only)
345|Lileep    |ROCK/GRASS       |  66|  41|  77|  23|  61|  87|Simple      |--          |Illuminate  |Prism Scale (dark grass only)
346|Cradily   |ROCK/GRASS       |  86|  81|  97|  43|  81| 107|Overgrow    |--          |Sticky Hold |Poké Ball (dark grass only)
347|Anorith   |ROCK/BUG         |  45|  95|  50|  75|  40|  50|Keen Eye    |--          |Run Away    |Wise Glasses (common), Power Weight (rare), Chill Drive (dark grass only)
348|Armaldo   |ROCK/BUG         |  75| 125| 100|  45|  70|  80|Forewarn    |Tangled Feet|Scrappy     |Repeat Ball (rare)
349|Feebas    |WATER            |  20|  15|  20|  80|  10|  55|Multitype   |Leaf Guard  |Marvel Scale|X Sp. Def (100%)
350|Milotic   |WATER            |  95|  60|  79|  81| 100| 125|Magic Guard |--          |Solid Rock  |White Flute (common)
