Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
249|LUGIA     |NORMAL/GROUND    | 133| 248| 210|  42|  21|  26|Rough Skin  |Drizzle     |Full Incense (common)
250|HO-OH     |ICE              |  69| 113| 135| 135| 110| 118|Reckless    |Lightningrod|Awakening (100%)
251|CELEBI    |STEEL/FLYING     | 119|  45|  38| 139| 105| 153|Klutz       |Tangled Feet|Helix Fossil (100%)
252|TREECKO   |ICE              |  31|  36|  40|  69|  53|  81|Rough Skin  |Keen Eye    |
253|GROVYLE   |ICE              |  41|  47|  52|  90|  69| 106|Rough Skin  |Keen Eye    |
254|SCEPTILE  |ICE/DRAGON       |  54|  62|  68| 118|  90| 139|Rough Skin  |Keen Eye    |
255|TORCHIC   |GRASS            |  70|  64|  15|  72|  59|  30|Effect Spore| -          |
256|COMBUSKEN |GRASS            |  91|  84|  20|  94|  77|  39|Effect Spore| -          |
257|BLAZIKEN  |GRASS            | 119| 110|  26| 123| 101|  51|Effect Spore| -          |Luxury Ball (common)
258|MUDKIP    |GHOST            |  60|  28|  20|  62|  39| 101|Hyper Cutter| -          |Heart Scale (common)
259|MARSHTOMP |GHOST            |  78|  37|  26|  81|  51| 132|Hyper Cutter| -          |
260|SWAMPERT  |GHOST/ICE        | 103|  49|  34| 107|  67| 174|Hyper Cutter| -          |Quick Powder (common)
261|POOCHYENA |ICE              |  50|  26|  29|  33|  48|  35|Swift Swim  | -          |
262|MIGHTYENA |ICE              |  95|  49|  55|  63|  91|  67|Swift Swim  | -          |Earth Plate (common), X Sp. Def (rare)
263|ZIGZAGOON |STEEL/WATER      |  29|  44|  44|  43|  42|  38|Steadfast   | -          |
264|LINOONE   |STEEL/WATER      |  51|  77|  77|  75|  74|  67|Steadfast   | -          |
265|WURMPLE   |WATER            |  50|  34|  39|  38|  15|  19|Shed Skin   | -          |Honey (common), TM31 (rare)
266|SILCOON   |STEEL            |  37|  52|  46|  24|  24|  23|Early Bird  |Torrent     |
267|BEAUTIFLY |STEEL/FIGHTING   |  69|  97|  86|  45|  45|  43|Early Bird  |Torrent     |
268|CASCOON   |NORMAL/FIGHTING  |  59|  38|  48|  14|  13|  34|Normalize   |Drizzle     |TM04 (common), Super Repel (rare)
269|DUSTOX    |NORMAL/FIGHTING  | 110|  71|  90|  26|  24|  64|Normalize   |Drizzle     |
270|LOTAD     |STEEL            |  46|  46|  30|  34|  39|  24|Shell Armor |Technician  |Insect Plate (common)
271|LOMBRE    |STEEL            |  71|  71|  47|  53|  61|  37|Shell Armor |Technician  |
272|LUDICOLO  |STEEL            | 100| 100|  66|  75|  86|  52|Shell Armor |Technician  |TM38 (common), TM33 (rare)
273|SEEDOT    |POISON           |  56|  20|  34|  32|  60|  18|Liquid Ooze |Flower Gift |
274|NUZLEAF   |POISON           |  87|  31|  53|  49|  93|  28|Liquid Ooze |Flower Gift |TM81 (rare)
275|SHIFTRY   |POISON           | 122|  44|  75|  69| 131|  39|Liquid Ooze |Flower Gift |Lum Berry (common)
276|TAILLOW   |BUG/NORMAL       |  62|  52|  38|  46|  26|  47|Drought     | -          |EnergyPowder (common), Power Band (rare)
277|SWELLOW   |BUG/NORMAL       |  98|  83|  60|  73|  41|  75|Drought     | -          |TM49 (common), TM35 (rare)
278|WINGULL   |FIRE/NORMAL      |  61|  18|  93|  52|  26|  21|Cute Charm  | -          |
279|PELIPPER  |FIRE/NORMAL      |  97|  29| 148|  83|  41|  33|Cute Charm  | -          |
280|RALTS     |GHOST/DARK       |  44|  33|  34|  32|  29|  26|Flash Fire  |Forecast    |TM57 (common)
281|KIRLIA    |GHOST/DARK       |  62|  46|  48|  45|  41|  37|Flash Fire  |Forecast    |
282|GARDEVOIR |DARK             | 102|  54|  67|  57| 159|  78|Liquid Ooze | -          |Quick Ball (common), Nest Ball (rare)
283|SURSKIT   |ELECTRIC         |  45|  57|  53|  33|  58|  23|Adaptability|Oblivious   |Big Mushroom (common)
284|MASQUERAIN|ELECTRIC         |  69|  88|  82|  51|  89|  35|Adaptability|Oblivious   |
285|SHROOMISH |WATER            |  29|  98|  55|  29|  13|  71|Solar Power | -          |
286|BRELOOM   |WATER/PSYCHIC    |  45| 153|  86|  45|  20| 111|Solar Power | -          |
287|SLAKOTH   |GROUND           |  43|  75|  81|  14|  56|  12|Forewarn    |Illuminate  |Magmarizer (rare)
288|VIGOROTH  |GROUND           |  67| 117| 127|  22|  88|  19|Forewarn    |Illuminate  |TM35 (rare)
289|SLAKING   |GROUND           | 102| 178| 193|  34| 134|  29|Forewarn    |Illuminate  |TinyMushroom (common)
290|NINCADA   |WATER/PSYCHIC    |  28|  36|  71|  46|  53|  32|Damp        |Rough Skin  |
291|NINJASK   |DARK/GRASS       |  23| 122| 112|  84|  75|  41|Motor Drive | -          |Meadow Plate (100%)
292|SHEDINJA  |DARK/NORMAL      |   1|  76|  77|  27|  12|  43|Wonder Guard| -          |TM37 (common)
293|WHISMUR   |STEEL            |  52|  33|  39|  44|  47|  25|Swarm       |Drought     |Exp. Share (rare)
294|LOUDRED   |STEEL            |  78|  50|  59|  66|  71|  38|Swarm       |Drought     |Oval Stone (rare)
295|EXPLOUD   |STEEL            | 103|  66|  78|  88|  94|  50|Swarm       |Drought     |
296|MAKUHITA  |FIRE/WATER       |  42|  39|  46|  26|  39|  45|Multitype   | -          |Rare Candy (common), Shiny Stone (rare)
297|HARIYAMA  |FIRE/WATER       |  84|  78|  92|  52|  78|  90|Multitype   | -          |
298|AZURILL   |ROCK             |  50|  44|  33|  35|  11|  17|Effect Spore| -          |TM21 (common), TM15 (rare)
299|NOSEPASS  |NORMAL           |  84|  26|  52| 107|  66|  41|Anger Point |Forewarn    |Protector (common)
300|SKITTY    |STEEL            |  53|  14|  70|  76|  24|  24|Solid Rock  | -          |TM80 (common), Heal Powder (rare)
301|DELCATTY  |STEEL/DARK       |  77|  20| 102| 111|  35|  35|Solid Rock  | -          |
302|SABLEYE   |POISON/FIGHTING  |  99|  92|  15|  16|  17| 141|Solid Rock  | -          |Power Belt (100%)
303|MAWILE    |PSYCHIC          | 116|  45|  54|  22| 101|  42|Swift Swim  |Unaware     |Oval Stone (common), Net Ball (rare)
304|ARON      |BUG/GROUND       |  74|  70|  49|  82|  11|  46|Swift Swim  | -          |
305|LAIRON    |BUG/GROUND       |  96|  91|  63| 106|  14|  60|Swift Swim  | -          |
306|AGGRON    |BUG/GROUND       | 118| 112|  78| 131|  17|  74|Swift Swim  | -          |TM19 (100%)
307|MEDITITE  |STEEL/ROCK       |  33|  33|  66|  45|  50|  53|Magma Armor | -          |
308|MEDICHAM  |STEEL/ROCK       |  48|  48|  97|  66|  73|  78|Magma Armor | -          |TM40 (common), Thunderstone (rare)
309|ELECTRIKE |GRASS            |  87|  33|  45|  17|  39|  74|Ice Body    | -          |TM35 (100%)
310|MANECTRIC |GRASS/GROUND     | 140|  53|  72|  27|  63| 119|Ice Body    | -          |TM92 (rare)
311|PLUSLE    |DRAGON/ICE       |  62|  64|  93| 128|  15|  43|Unaware     |Snow Cloak  |Safari Ball (100%)
312|MINUN     |GHOST/DARK       |  51|  93|  93|  57|  79|  32|Water Veil  | -          |
313|VOLBEAT   |FIRE/FLYING      | 105|  24|  67|  81|  88|  36|Serene Grace| -          |TM35 (100%)
314|ILLUMISE  |POISON           |  44|  93|  89|  30|  49|  95|Shell Armor |Mold Breaker|
315|ROSELIA   |DARK             |  87|  41|  81|  64|  51|  74|Snow Warning|Insomnia    |Lax Incense (common), Mental Herb (rare)
316|GULPIN    |BUG              |  78|  77|  14|  52|  67|  14|Snow Cloak  | -          |Everstone (rare)
317|SWALOT    |BUG              | 121| 119|  22|  80| 104|  22|Snow Cloak  | -          |
318|CARVANHA  |FLYING           |  21|  61|  54|  28|  57|  85|Blaze       | -          |
319|SHARPEDO  |FLYING           |  32|  92|  81|  42|  86| 128|Blaze       | -          |Life Orb (common), TM34 (rare)
320|WAILMER   |BUG              |  88|  76|  45|  69|  80|  41|Flash Fire  |Hustle      |Yellow Flute (common), TM18 (rare)
321|WAILORD   |BUG              | 110|  95|  56|  86| 100|  51|Flash Fire  |Hustle      |
322|NUMEL     |FIRE/FIGHTING    |  66|  65|  31|  54|  31|  57|Snow Cloak  | -          |TM03 (100%)
323|CAMERUPT  |FIRE/FIGHTING    | 100|  98|  47|  82|  47|  86|Snow Cloak  | -          |TwistedSpoon (100%)
324|TORKOAL   |ELECTRIC         |  69| 108|  59| 106|  57|  71|Flame Body  |Run Away    |
325|SPOINK    |STEEL            |  44|  71|  50|  68|  78|  18|Illuminate  | -          |Dread Plate (rare)
326|GRUMPIG   |STEEL            |  63| 101|  71|  97| 111|  26|Illuminate  | -          |
327|SPINDA    |GHOST            |  30|  50|  96|  70|  78|  36|Plus        | -          |Dusk Ball (100%)
328|TRAPINCH  |ICE              | 108|  61|  23|  18|  27|  52|Immunity    |Tangled Feet|Sky Plate (common), TM02 (rare)
329|VIBRAVA   |ICE              | 127|  72|  27|  21|  32|  61|Immunity    |Tangled Feet|
330|FLYGON    |ICE              | 194| 110|  41|  32|  49|  93|Immunity    |Tangled Feet|
331|CACNEA    |STEEL            |  66|  75|  68|  35|  23|  67|Mold Breaker| -          |
332|CACTURNE  |STEEL            |  94| 107|  97|  50|  33|  95|Mold Breaker| -          |
333|SWABLU    |FIRE/DARK        |  57|  55|  45|  19|  69|  65|No Guard    |Drizzle     |
334|ALTARIA   |FIRE/DARK        |  90|  87|  71|  30| 109| 103|No Guard    |Drizzle     |
335|ZANGOOSE  |NORMAL/ROCK      |  89|  84|  99|  70|  84|  32|Leaf Guard  |Insomnia    |
336|SEVIPER   |NORMAL/ROCK      |  69|  98| 113|  30| 113|  36|Rivalry     | -          |TM03 (100%)
337|LUNATONE  |DRAGON           |  84|  87|  32| 111|  34|  93|Adaptability| -          |
338|SOLROCK   |GHOST/BUG        |  55| 109| 131|  42|  14|  89|Illuminate  |Overgrow    |
339|BARBOACH  |NORMAL           |  75| 110|  20|  23|  20|  39|Serene Grace|Unaware     |
340|WHISCASH  |NORMAL           | 122| 179|  33|  38|  33|  64|Serene Grace|Unaware     |
341|CORPHISH  |FIRE             |  45|  54|  49|  72|  30|  59|Quick Feet  | -          |King’s Rock (common)
342|CRAWDAUNT |FIRE             |  68|  82|  74| 109|  45|  89|Quick Feet  | -          |
343|BALTOY    |PSYCHIC          |  56|  68|  68|  47|  22|  40|Oblivious   |Vital Spirit|
344|CLAYDOL   |PSYCHIC          |  93| 113| 113|  78|  37|  66|Oblivious   |Vital Spirit|
345|LILEEP    |ROCK             |  84|  74|  66|  34|  50|  47|Poison Heal | -          |
346|CRADILY   |ROCK/NORMAL      | 117| 103|  92|  47|  70|  66|Poison Heal | -          |
347|ANORITH   |WATER            | 142|  28|  24|  49|  62|  50|Swift Swim  |Serene Grace|
348|ARMALDO   |WATER            | 198|  39|  33|  68|  86|  70|Swift Swim  |Serene Grace|
349|FEEBAS    |FIRE/FIGHTING    |  52|  24|  15|  42|  27|  40|Compoundeyes| -          |
350|MILOTIC   |FIRE/FIGHTING    | 140|  65|  41| 113|  73| 108|Compoundeyes| -          |
351|CASTFORM  |FIGHTING         |  97|  86|  72|  57|  28|  79|Rock Head   | -          |Awakening (100%)
352|KECLEON   |GROUND/DARK      |  88|  96|  25|  67|  97|  67|Drizzle     | -          |Nest Ball (100%)
353|SHUPPET   |FIRE             |  41|  13|  68|  23|  77|  72|Solid Rock  |Cloud Nine  |Repel (rare)
354|BANETTE   |FIRE/POISON      |  63|  20| 105|  36| 119| 111|Solid Rock  |Cloud Nine  |Hard Stone (common)
355|DUSKULL   |BUG              |  59|  51|  28|  55|  67|  35|Overgrow    | -          |Focus Band (common), Escape Rope (rare)
356|DUSCLOPS  |BUG              |  91|  79|  43|  85| 103|  54|Overgrow    | -          |TM35 (common)
357|TROPIUS   |WATER/BUG        |  67| 158|  26| 117|  14|  77|Tangled Feet| -          |Pure Incense (rare)
358|CHIMECHO  |ICE/STEEL        |  46| 101|  60|  89| 104|  24|Drizzle     |Swarm       |TM15 (common)
359|ABSOL     |BUG              |  63| 100| 115|  51|  70|  66|Steadfast   | -          |Focus Band (common), Fire Stone (rare)
360|WYNAUT    |GRASS/ICE        |  35|  11|  28|  82|  92|  13|Unburden    | -          |
361|SNORUNT   |NORMAL           |  33|  47|  57|  66|  29|  68|Shed Skin   | -          |Nugget (common), Fluffy Tail (rare)
362|GLALIE    |DRAGON           |  72|  26|  75|  49|  97| 160|Volt Absorb |Aftermath   |
363|SPHEAL    |POISON           |  75|  35|  63|  29|  55|  33|Truant      | -          |
364|SEALEO    |POISON           | 106|  49|  89|  41|  78|  47|Truant      | -          |Net Ball (common), Yellow Flute (rare)
365|WALREIN   |POISON           | 137|  63| 115|  53| 101|  61|Truant      | -          |TM25 (rare)
366|CLAMPERL  |ELECTRIC         |  47|  51|  72|  83|  13|  81|Sniper      |Levitate    |
367|HUNTAIL   |FIRE             | 126|  18| 112|  48| 120|  61|Klutz       |Scrappy     |Super Repel (rare)
368|GOREBYSS  |POISON           | 106|  46|  29| 105| 100| 101|Natural Cure| -          |
369|RELICANTH |PSYCHIC          | 159|  23|  34|  88|  26| 156|Scrappy     |Limber      |Green Shard (rare)
370|LUVDISC   |BUG/FIRE         |  70|  45|  73|  72|  55|  15|Liquid Ooze | -          |Soothe Bell (rare)
371|BAGON     |FIGHTING         |  43|  34|  24|  80|  56|  63|Leaf Guard  |Suction Cups|
372|SHELGON   |FIGHTING         |  60|  48|  34| 112|  78|  88|Leaf Guard  |Suction Cups|
373|SALAMENCE |FIGHTING         |  86|  69|  49| 160| 111| 126|Leaf Guard  |Suction Cups|Wide Lens (rare)
374|BELDUM    |WATER/GHOST      |  62|  70|  59|  45|  33|  32|Torrent     | -          |
375|METANG    |WATER/GHOST      |  87|  98|  82|  63|  46|  45|Torrent     | -          |
376|METAGROSS |WATER/GHOST      | 124| 140| 117|  90|  66|  64|Torrent     | -          |Heat Rock (rare)
377|REGIROCK  |GRASS            | 114| 109| 100| 100|  66|  91|Own Tempo   | -          |
378|REGICE    |FLYING           | 174| 155| 134|  12|  62|  43|Sturdy      |Bad Dreams  |Heal Ball (common), PP Max (rare)
379|REGISTEEL |STEEL/DARK       | 107| 105|  41| 118| 114|  96|Quick Feet  |Filter      |Sharp Beak (rare)
380|LATIAS    |POISON           |  86|  69| 113|  99| 124| 111|Inner Focus |Filter      |Premier Ball (rare)
381|LATIOS    |GROUND           |  60|  75| 157|  31| 171| 106|Flower Gift |Simple      |TM49 (100%)
382|KYOGRE    |GRASS            | 142| 156| 151| 115|  50|  57|Sniper      | -          |TM08 (rare)
383|GROUDON   |FIGHTING/GRASS   |  38|  71| 202|  69| 195|  94|Levitate    | -          |
384|RAYQUAZA  |NORMAL           |  99| 125| 113|  94| 133| 117|Intimidate  |Poison Heal |TM12 (rare)
385|JIRACHI   |DRAGON           | 135|  51| 142|  46| 158|  69|Swarm       |Normalize   |TM13 (common), Shoal Salt (rare)
386|DEOXYS    |GRASS            | 169|  68|  74| 118|  79|  92|Snow Warning| -          |Leftovers (common)
387|TURTWIG   |GRASS/BUG        |  48|  83|  13|  81|  41|  53|Poison Heal | -          |TM31 (rare)
388|GROTLE    |GRASS/BUG        |  61| 105|  17| 103|  52|  67|Poison Heal | -          |TM19 (rare)
389|TORTERRA  |GRASS/BUG        |  79| 136|  22| 134|  67|  87|Poison Heal | -          |Expert Belt (common)
390|CHIMCHAR  |FLYING           |  74|  57|  64|  17|  33|  64|Speed Boost |Swift Swim  |Iron (rare)
391|MONFERNO  |FLYING           |  97|  75|  84|  22|  43|  84|Speed Boost |Swift Swim  |
392|INFERNAPE |FLYING           | 128|  99| 111|  29|  57| 111|Speed Boost |Swift Swim  |TM45 (common), Old Gateau (rare)
393|PIPLUP    |PSYCHIC          |  68|  17|  39|  28| 147|  14|Shield Dust | -          |Aspear Berry (common)
394|PRINPLUP  |PSYCHIC          |  88|  22|  50|  36| 190|  18|Shield Dust | -          |Energy Root (common)
395|EMPOLEON  |PSYCHIC/BUG      | 115|  29|  66|  47| 249|  24|Shield Dust | -          |Cleanse Tag (rare)
396|STARLY    |ROCK             |  52|  65|  30|  28|  26|  45|Plus        | -          |Power Anklet (common), Heal Ball (rare)
397|STARAVIA  |ROCK             |  72|  90|  41|  39|  36|  62|Plus        | -          |
398|STARAPTOR |ROCK/PSYCHIC     | 101| 126|  57|  54|  50|  87|Plus        | -          |Oval Stone (common), Rawst Berry (rare)
399|BIDOOF    |FLYING/FIRE      |  21|  16|  12|  84|  13| 105|Limber      |Arena Trap  |
400|BIBAREL   |FLYING/FIRE      |  34|  26|  20| 137|  21| 172|Limber      |Arena Trap  |TM79 (common)
401|KRICKETOT |ELECTRIC         |  31|  47|  39|  43|  14|  20|Serene Grace|Pure Power  |TM91 (rare)
402|KRICKETUNE|ELECTRIC         |  61|  93|  77|  85|  28|  40|Serene Grace|Pure Power  |
403|SHINX     |GRASS            |  51|  42|  69|  16|  61|  23|Speed Boost |Cute Charm  |
404|LUXIO     |GRASS            |  71|  58|  96|  22|  85|  32|Speed Boost |Cute Charm  |Full Incense (common)
405|LUXRAY    |GRASS            | 102|  83| 138|  32| 122|  46|Speed Boost |Cute Charm  |
406|BUDEW     |DARK             |  61|  29|  57|  45|  36|  52|Snow Warning|Insomnia    |
407|ROSERADE  |DARK             | 110|  52| 103|  81|  65|  94|Snow Warning|Insomnia    |Spell Tag (common), X Special (rare)
408|CRANIDOS  |ICE              |  97|  74|  79|  15|  52|  32|Anticipation|Gluttony    |
409|RAMPARDOS |ICE              | 138| 105| 112|  21|  74|  45|Anticipation|Gluttony    |Guard Spec. (100%)
410|SHIELDON  |FLYING           |  83|  80|  83|  35|  26|  42|Honey Gather| -          |TM56 (common), TM27 (rare)
411|BASTIODON |FLYING           | 118| 113| 118|  50|  37|  60|Honey Gather| -          |
412|BURMY     |BUG/WATER        |  24|  51|  40|  13|  60|  36|Inner Focus | -          |
413|WORMADAM  |DRAGON           | 142|  28|  71|  23| 116|  44|Soundproof  | -          |Cheri Berry (rare)
414|MOTHIM    |ROCK/GROUND      | 136|  68|  91|  33|  77|  20|Magic Guard | -          |TM18 (rare)
415|COMBEE    |GHOST/NORMAL     |  71|  58|  22|  24|  23|  45|Normalize   | -          |Full Restore (100%)
416|VESPIQUEN |GHOST/NORMAL     | 138| 113|  43|  47|  45|  88|Normalize   | -          |Power Anklet (common), Odd Incense (rare)
417|PACHIRISU |PSYCHIC          |  36|  26|  89|  84|  78|  92|Clear Body  |Air Lock    |Icicle Plate (common), Quick Claw (rare)
418|BUIZEL    |ELECTRIC         | 108|  21|  53|  92|  25|  31|Flame Body  | -          |
419|FLOATZEL  |ELECTRIC/STEEL   | 162|  32|  80| 138|  38|  47|Flame Body  | -          |Full Incense (100%)
420|CHERUBI   |FLYING           |  65|  25|  80|  29|  21|  55|Shell Armor | -          |Fist Plate (rare)
421|CHERRIM   |FLYING/FIGHTING  | 106|  41| 131|  47|  34|  90|Shell Armor | -          |Lemonade (common), White Flute (rare)
422|SHELLOS   |GROUND/WATER     |  63|  71|  40|  56|  84|  11|Compoundeyes|Flash Fire  |
423|GASTRODON |GROUND/WATER     |  92| 104|  58|  82| 123|  16|Compoundeyes|Flash Fire  |
424|AMBIPOM   |DRAGON/GROUND    | 107|  28| 161| 130|  38|  17|Steadfast   |Soundproof  |
425|DRIFLOON  |GHOST            |  77|  38|  13|  90|  90|  40|Unaware     | -          |Lax Incense (common)
426|DRIFBLIM  |GHOST            | 110|  54|  19| 129| 129|  57|Unaware     | -          |Leppa Berry (rare)
427|BUNEARY   |GHOST            |  63| 103|  46|  31|  51|  56|Drizzle     |Bad Dreams  |Icicle Plate (100%)
428|LOPUNNY   |GHOST            |  86| 141|  63|  43|  70|  77|Drizzle     |Bad Dreams  |
429|MISMAGIUS |GRASS            |  48|  48| 108| 133| 142|  17|Sniper      |Own Tempo   |Power Belt (100%)
430|HONCHKROW |GRASS            |  49| 112|  96|  37| 181|  30|Normalize   | -          |
431|GLAMEOW   |FIGHTING         |  35|  61| 101|  33|  57|  23|Huge Power  | -          |Exp. Share (rare)
432|PURUGLY   |FIGHTING         |  51|  89| 147|  48|  83|  34|Huge Power  | -          |
433|CHINGLING |ICE/STEEL        |  31|  68|  40|  60|  70|  16|Drizzle     |Swarm       |Revival Herb (common)
434|STUNKY    |WATER            |  51|  91|  80|  64|  30|  14|Air Lock    |Hustle      |
435|SKUNTANK  |WATER            |  74| 132| 116|  93|  44|  20|Air Lock    |Hustle      |
436|BRONZOR   |GRASS/FIRE       |  41|  59|  43|  50|  43|  64|Marvel Scale|Intimidate  |
437|BRONZONG  |GRASS/FIRE       |  68|  98|  72|  83|  72| 107|Marvel Scale|Intimidate  |
438|BONSLY    |PSYCHIC          |  34|  29|  76|  78|  31|  42|Rivalry     |Filter      |
439|MIME JR.  |DRAGON           |  68|  60|  45|  54|  49|  35|Storm Drain | -          |Leaf Stone (common)
440|HAPPINY   |ELECTRIC         |  29|  44|  49|  50|  36|  11|Download    |Poison Heal |Revive (rare)
441|CHATOT    |NORMAL           | 100|  71| 115|  50|  43|  32|Klutz       | -          |TM33 (common), TM03 (rare)
442|SPIRITOMB |FIRE/ELECTRIC    |  68|  26| 133|  80| 109|  70|Pure Power  |Blaze       |Lucky Egg (common), Poké Doll (rare)
443|GIBLE     |GROUND           |  39|  31|  48|  20| 106|  57|Flame Body  | -          |Power Weight (rare)
